Ride_ID,Fare,Distance_Miles,Ride_Request_Time,Pickup_Time,Dropoff_Time,Ride_Duration_Minutes,Source_Zone,Destination_Zone,Driver_Rating_by_Customer,Ride_Status,Cancelled_By,Driver_ID,Customer_ID
10345,14.22,4.08,2023-01-08 04:10:58,2023-01-08 04:21:58,2023-01-08 04:48:58,27.0,Upper East Side (Manhattan),Long Island City (Queens),4,Completed,,DRV_5E650A,CUST_337918E
10346,10.86,2.34,2023-01-31 19:34:33,2023-01-31 19:37:33,2023-01-31 20:01:33,24.0,Staten Island (Residential),Greenwich Village,5,Cancelled_by_Driver,Driver,DRV_A18BD0,CUST_DC16591
10347,12.83,2.79,2023-03-21 04:27:24,2023-03-21 04:28:24,2023-03-21 04:50:24,22.0,Bay Ridge (Brooklyn),SoHo,3,Completed,,DRV_E3B9B1,CUST_2B1675D
10348,14.95,4.46,2023-01-01 01:16:13,2023-01-01 01:17:13,2023-01-01 01:43:13,26.0,Park Slope (Brooklyn),Flushing (Queens),5,Completed,,DRV_1AC282,CUST_A756F33
10349,15.65,5.6,2023-03-04 13:10:05,2023-03-04 13:13:05,2023-03-04 13:37:05,24.0,Upper East Side (Manhattan),Harlem (Manhattan),5,Completed,,DRV_F2A554,CUST_CDA6623
10350,5.76,1.05,2023-03-16 04:31:35,2023-03-16 04:42:35,2023-03-16 04:54:35,12.0,Williamsburg (Brooklyn),Forest Hills (Queens),3,Completed,,DRV_9D831C,CUST_06FC0CD
10351,16.9,5.72,2023-03-17 11:37:07,2023-03-17 11:38:07,2023-03-17 12:04:07,26.0,Bay Ridge (Brooklyn),Flushing (Queens),5,Completed,,DRV_BA43C3,CUST_143C1E1
10352,25.97,9.77,2023-02-06 11:31:48,2023-02-06 11:34:48,2023-02-06 12:19:48,45.0,Long Island City (Queens),Forest Hills (Queens),3,Completed,,DRV_791F18,CUST_C71DE89
10353,42.0,23.94,2023-03-19 19:58:20,2023-03-19 20:11:20,2023-03-19 21:48:20,97.0,Forest Hills (Queens),JFK Airport,5,Completed,,DRV_3B635F,CUST_0692392
10354,6.66,1.41,2023-03-19 20:45:08,2023-03-19 20:58:08,2023-03-19 21:20:08,22.0,Harlem (Manhattan),Bay Ridge (Brooklyn),5,Completed,,DRV_EE43E6,CUST_A70DBA8
10355,25.0,9.81,2023-02-03 22:15:36,2023-02-03 22:28:36,2023-02-03 22:58:36,30.0,Midtown Manhattan,Forest Hills (Queens),5,Completed,,DRV_B5C3F2,CUST_FB7D919
10356,11.14,3.45,2023-01-22 23:20:33,2023-01-22 23:35:33,2023-01-23 00:16:33,41.0,Staten Island (Residential),Forest Hills (Queens),3,Completed,,DRV_D6CAD7,CUST_5E1881A
10357,22.57,6.76,2023-03-16 15:30:22,2023-03-16 15:33:22,2023-03-16 15:55:22,22.0,Riverdale (Bronx),Forest Hills (Queens),5,Completed,,DRV_DE0CE8,CUST_FCE75A8
10358,21.68,7.03,2023-01-08 02:30:32,2023-01-08 02:34:32,2023-01-08 03:25:32,51.0,Newark Liberty Airport (EWR),Riverdale (Bronx),5,Completed,,DRV_A18BD0,CUST_4ECF4A5
10359,14.72,5.63,2023-03-29 21:57:16,2023-03-29 22:12:16,2023-03-29 22:34:16,22.0,Long Island City (Queens),Williamsburg (Brooklyn),4,Completed,,DRV_F4E581,CUST_C20CD78
10360,16.32,3.98,2023-03-03 11:33:59,2023-03-03 11:42:59,2023-03-03 11:57:59,15.0,Flushing (Queens),Harlem (Manhattan),4,Completed,,DRV_75C1A8,CUST_1FA7440
10361,20.35,10.58,2023-01-11 12:46:59,2023-01-11 12:48:59,2023-01-11 14:05:59,77.0,Bay Ridge (Brooklyn),LaGuardia Airport (LGA),5,Completed,,DRV_25B7B9,CUST_EE80580
10362,64.86,22.23,2023-02-12 19:13:31,2023-02-12 19:19:31,2023-02-12 21:47:31,148.0,Flushing (Queens),Financial District,2,Cancelled_by_Driver,Driver,DRV_5B343F,CUST_73D1847
10363,8.43,1.83,2023-01-28 17:18:29,2023-01-28 17:20:29,2023-01-28 17:25:29,5.0,Harlem (Manhattan),The Bronx (Residential),4,Completed,,DRV_6BFFD7,CUST_F020C64
10364,32.82,10.78,2023-02-17 09:07:56,2023-02-17 09:10:56,2023-02-17 09:40:56,30.0,Newark Liberty Airport (EWR),Forest Hills (Queens),5,Completed,,DRV_A5436D,CUST_899CEB8
10365,7.78,1.07,2023-02-23 19:25:15,2023-02-23 19:29:15,2023-02-23 19:50:15,21.0,JFK Airport,Flushing (Queens),1,Completed,,DRV_C5AB7E,CUST_7EB331C
10366,11.53,3.23,2023-02-11 04:25:07,2023-02-11 04:32:07,2023-02-11 04:57:07,25.0,Long Island City (Queens),Newark Liberty Airport (EWR),5,Completed,,DRV_EABDC1,CUST_DE22D5E
10367,33.04,10.7,2023-03-02 15:34:46,2023-03-02 15:41:46,2023-03-02 16:30:46,49.0,Upper East Side (Manhattan),Long Island City (Queens),5,Completed,,DRV_8A36F9,CUST_C2307AE
10368,21.56,6.14,2023-01-02 03:50:43,2023-01-02 04:05:43,2023-01-02 04:49:43,44.0,Greenwich Village,Harlem (Manhattan),4,Completed,,DRV_883FF2,CUST_6716269
10369,9.12,2.48,2023-01-21 18:13:33,2023-01-21 18:22:33,2023-01-21 18:29:33,7.0,Williamsburg (Brooklyn),Midtown Manhattan,3,Completed,,DRV_4A215D,CUST_27CCE50
10370,33.77,10.02,2023-01-09 11:39:42,2023-01-09 11:44:42,2023-01-09 12:49:42,65.0,Upper East Side (Manhattan),Bay Ridge (Brooklyn),5,Completed,,DRV_09CC2E,CUST_645355B
10371,23.69,8.09,2023-01-26 12:10:50,2023-01-26 12:12:50,2023-01-26 13:09:50,57.0,Park Slope (Brooklyn),LaGuardia Airport (LGA),4,Completed,,DRV_4A5FE4,CUST_CBEE633
10372,18.91,5.31,2023-02-03 11:23:46,2023-02-03 11:34:46,2023-02-03 12:03:46,29.0,Park Slope (Brooklyn),SoHo,5,Completed,,DRV_7CDB7B,CUST_ABC66BA
10373,9.83,4.07,2023-02-23 16:42:12,2023-02-23 16:44:12,2023-02-23 17:24:12,40.0,Flushing (Queens),The Bronx (Residential),5,Cancelled_by_Customer,Customer,DRV_20500B,CUST_CA6CE0F
10374,28.23,9.11,2023-02-12 13:11:29,2023-02-12 13:20:29,2023-02-12 14:24:29,64.0,Bay Ridge (Brooklyn),The Bronx (Residential),5,Completed,,DRV_CCBB20,CUST_07E8D7E
10375,9.88,3.04,2023-03-09 11:43:52,2023-03-09 11:58:52,2023-03-09 12:11:52,13.0,Harlem (Manhattan),Greenwich Village,5,No_Show_Customer,Customer,DRV_88A60C,CUST_93296A0
10376,5.0,1.0,2023-01-26 22:13:48,2023-01-26 22:17:48,2023-01-26 22:29:48,12.0,Bay Ridge (Brooklyn),Williamsburg (Brooklyn),5,Cancelled_by_Customer,Customer,DRV_A40430,CUST_EE1741E
10377,46.68,14.88,2023-02-10 02:38:05,2023-02-10 02:45:05,2023-02-10 03:52:05,67.0,Staten Island (Residential),Park Slope (Brooklyn),4,Completed,,DRV_7FE152,CUST_DF703C1
10378,18.88,6.6,2023-03-11 20:00:44,2023-03-11 20:02:44,2023-03-11 20:50:44,48.0,Financial District,LaGuardia Airport (LGA),5,Completed,,DRV_6715B5,CUST_280CD4A
10379,10.94,4.33,2023-01-17 02:05:09,2023-01-17 02:20:09,2023-01-17 02:43:09,23.0,Upper East Side (Manhattan),Forest Hills (Queens),3,Completed,,DRV_FC7129,CUST_F8B06B8
10380,11.42,2.7,2023-02-12 00:57:49,2023-02-12 01:02:49,2023-02-12 01:25:49,23.0,Park Slope (Brooklyn),Riverdale (Bronx),4,Completed,,DRV_0220C8,CUST_463EA47
10381,90.43,29.53,2023-01-29 23:00:08,2023-01-29 23:11:08,2023-01-30 01:06:08,115.0,Riverdale (Bronx),Bay Ridge (Brooklyn),4,Completed,,DRV_A87420,CUST_22377E9
10382,24.22,10.27,2023-02-05 12:35:38,2023-02-05 12:37:38,2023-02-05 13:13:38,36.0,Newark Liberty Airport (EWR),Harlem (Manhattan),5,Completed,,DRV_28DF8D,CUST_0724D1D
10383,15.86,4.67,2023-02-02 11:23:08,2023-02-02 11:36:08,2023-02-02 11:50:08,14.0,JFK Airport,Flushing (Queens),4,Completed,,DRV_2D83F6,CUST_3120F78
10384,11.5,1.17,2023-01-26 07:15:16,2023-01-26 07:20:16,2023-01-26 07:31:16,11.0,Long Island City (Queens),Harlem (Manhattan),5,No_Show_Customer,Customer,DRV_4022C6,CUST_0FA2CC9
10385,7.88,2.61,2023-02-01 17:45:20,2023-02-01 17:56:20,2023-02-01 18:13:20,17.0,Staten Island (Residential),The Bronx (Residential),4,Completed,,DRV_534514,CUST_9952E61
10386,18.63,9.67,2023-03-15 00:19:05,2023-03-15 00:28:05,2023-03-15 00:59:05,31.0,Park Slope (Brooklyn),Financial District,5,Completed,,DRV_B84D50,CUST_C0B6B0C
10387,31.22,12.92,2023-02-04 02:43:17,2023-02-04 02:55:17,2023-02-04 03:43:17,48.0,The Bronx (Residential),Riverdale (Bronx),3,Completed,,DRV_90B8BD,CUST_2E02784
10388,25.55,7.78,2023-01-15 05:12:44,2023-01-15 05:26:44,2023-01-15 06:14:44,48.0,Park Slope (Brooklyn),Williamsburg (Brooklyn),4,Completed,,DRV_08DA5E,CUST_ACBE2E0
10389,35.94,10.41,2023-02-17 21:03:46,2023-02-17 21:12:46,2023-02-17 22:34:46,82.0,Upper East Side (Manhattan),Greenwich Village,3,Completed,,DRV_5BB751,CUST_FEB86AE
10390,16.48,6.32,2023-03-10 04:33:13,2023-03-10 04:43:13,2023-03-10 05:21:13,38.0,LaGuardia Airport (LGA),Upper East Side (Manhattan),2,Completed,,DRV_819E67,CUST_2EB44AA
10391,5.65,1.29,2023-02-04 13:56:11,2023-02-04 14:02:11,2023-02-04 14:17:11,15.0,Staten Island (Residential),Bay Ridge (Brooklyn),4,Completed,,DRV_5F7FAD,CUST_E8037F0
10392,13.68,5.46,2023-01-05 07:12:32,2023-01-05 07:17:32,2023-01-05 07:53:32,36.0,Staten Island (Residential),Upper East Side (Manhattan),1,No_Show_Customer,Customer,DRV_869E34,CUST_DF946A6
10393,17.86,6.53,2023-01-29 12:24:00,2023-01-29 12:30:00,2023-01-29 12:59:00,29.0,Flushing (Queens),Financial District,5,Cancelled_by_Driver,Driver,DRV_F78C92,CUST_4883B1A
10394,15.77,4.67,2023-01-22 05:21:25,2023-01-22 05:36:25,2023-01-22 05:48:25,12.0,Greenwich Village,JFK Airport,4,Completed,,DRV_2DA70E,CUST_5361896
10395,18.4,6.29,2023-02-26 21:06:05,2023-02-26 21:07:05,2023-02-26 21:37:05,30.0,Newark Liberty Airport (EWR),Williamsburg (Brooklyn),3,Completed,,DRV_531209,CUST_B41BE7D
10396,18.75,6.94,2023-01-24 05:41:25,2023-01-24 05:52:25,2023-01-24 06:28:25,36.0,Greenwich Village,Long Island City (Queens),5,Completed,,DRV_32C0A5,CUST_8430BE2
10397,30.1,9.2,2023-03-15 16:14:05,2023-03-15 16:29:05,2023-03-15 17:33:05,64.0,Long Island City (Queens),Forest Hills (Queens),4,Completed,,DRV_6CB992,CUST_558E1F2
10398,98.41,30.95,2023-02-18 11:18:00,2023-02-18 11:33:00,2023-02-18 13:28:00,115.0,JFK Airport,LaGuardia Airport (LGA),4,Cancelled_by_Customer,Customer,DRV_750826,CUST_303C7FC
10399,30.57,9.53,2023-03-29 19:30:02,2023-03-29 19:39:02,2023-03-29 20:20:02,41.0,Staten Island (Residential),SoHo,5,Cancelled_by_Driver,Driver,DRV_EB7FB2,CUST_69C5CB6
10400,8.79,1.37,2023-02-26 19:05:44,2023-02-26 19:10:44,2023-02-26 19:37:44,27.0,Williamsburg (Brooklyn),JFK Airport,5,Completed,,DRV_5AD549,CUST_F2AC138
10401,10.36,3.64,2023-03-24 03:30:20,2023-03-24 03:39:20,2023-03-24 04:05:20,26.0,Williamsburg (Brooklyn),Harlem (Manhattan),5,Completed,,DRV_4451AB,CUST_42F1C5B
10402,23.25,9.51,2023-01-19 11:59:59,2023-01-19 12:12:59,2023-01-19 12:47:59,35.0,Williamsburg (Brooklyn),Flushing (Queens),3,Completed,,DRV_09CC2E,CUST_1117E2C
10403,15.73,7.59,2023-03-11 17:17:36,2023-03-11 17:31:36,2023-03-11 18:03:36,32.0,SoHo,Greenwich Village,5,Cancelled_by_Customer,Customer,DRV_0CC662,CUST_3BEE0F0
10404,64.22,28.21,2023-02-01 13:10:08,2023-02-01 13:17:08,2023-02-01 15:12:08,115.0,Long Island City (Queens),LaGuardia Airport (LGA),3,Cancelled_by_Customer,Customer,DRV_C8EA80,CUST_DD208CD
10405,24.18,6.93,2023-02-21 17:21:23,2023-02-21 17:23:23,2023-02-21 18:22:23,59.0,Greenwich Village,JFK Airport,5,Completed,,DRV_1D02D5,CUST_CA84558
10406,6.74,0.75,2023-03-22 08:33:21,2023-03-22 08:38:21,2023-03-22 08:43:21,5.0,Upper East Side (Manhattan),The Bronx (Residential),5,Completed,,DRV_A97787,CUST_6EA2411
10407,23.36,6.5,2023-03-02 13:32:10,2023-03-02 13:40:10,2023-03-02 14:11:10,31.0,Flushing (Queens),Bay Ridge (Brooklyn),4,Completed,,DRV_A88B73,CUST_8DB08B6
10408,24.37,8.66,2023-03-20 20:45:45,2023-03-20 20:50:45,2023-03-20 21:34:45,44.0,Financial District,Williamsburg (Brooklyn),4,Completed,,DRV_7BC56A,CUST_BCEB492
10409,11.15,2.76,2023-03-22 11:58:11,2023-03-22 12:00:11,2023-03-22 12:17:11,17.0,Midtown Manhattan,The Bronx (Residential),3,Completed,,DRV_4A215D,CUST_F14670D
10410,25.95,9.43,2023-03-02 09:47:32,2023-03-02 09:51:32,2023-03-02 10:38:32,47.0,Greenwich Village,Riverdale (Bronx),5,Completed,,DRV_A900FB,CUST_1BC5B7C
10411,11.16,3.04,2023-02-22 10:43:11,2023-02-22 10:47:11,2023-02-22 11:14:11,27.0,Staten Island (Residential),Riverdale (Bronx),5,Completed,,DRV_3B635F,CUST_3666B7C
10412,9.69,2.09,2023-01-15 04:06:04,2023-01-15 04:11:04,2023-01-15 04:30:04,19.0,Flushing (Queens),The Bronx (Residential),5,Completed,,DRV_B2C0C4,CUST_08A6E2C
10413,31.3,13.63,2023-01-11 17:52:46,2023-01-11 18:05:46,2023-01-11 18:50:46,45.0,The Bronx (Residential),Newark Liberty Airport (EWR),5,Completed,,DRV_0F3647,CUST_7660323
10414,15.64,4.82,2023-01-26 22:30:46,2023-01-26 22:32:46,2023-01-26 22:59:46,27.0,Harlem (Manhattan),Long Island City (Queens),5,Completed,,DRV_186841,CUST_48D68C5
10415,19.91,9.87,2023-01-10 14:53:02,2023-01-10 15:05:02,2023-01-10 15:53:02,48.0,Flushing (Queens),Midtown Manhattan,4,Completed,,DRV_7F67B8,CUST_4F1B03B
10416,19.05,5.02,2023-02-28 06:33:47,2023-02-28 06:36:47,2023-02-28 07:23:47,47.0,Harlem (Manhattan),Forest Hills (Queens),4,Completed,,DRV_BD67D6,CUST_80F0677
10417,14.83,6.1,2023-01-28 16:11:04,2023-01-28 16:23:04,2023-01-28 17:04:04,41.0,Forest Hills (Queens),Newark Liberty Airport (EWR),5,Cancelled_by_Customer,Customer,DRV_D8A263,CUST_D200CE6
10418,30.86,10.88,2023-02-19 17:59:28,2023-02-19 18:08:28,2023-02-19 18:39:28,31.0,Staten Island (Residential),LaGuardia Airport (LGA),5,Completed,,DRV_806E08,CUST_F65F74E
10419,16.46,5.93,2023-03-31 00:47:50,2023-03-31 01:00:50,2023-03-31 01:29:50,29.0,Financial District,Forest Hills (Queens),4,Completed,,DRV_C19A3C,CUST_B36F29C
10420,25.24,8.19,2023-02-12 22:31:39,2023-02-12 22:34:39,2023-02-12 23:25:39,51.0,Upper East Side (Manhattan),Long Island City (Queens),4,Completed,,DRV_55A5EA,CUST_088DBBF
10421,19.74,5.71,2023-02-14 03:42:53,2023-02-14 03:53:53,2023-02-14 04:32:53,39.0,Financial District,Newark Liberty Airport (EWR),4,Completed,,DRV_9DCEB1,CUST_C388712
10422,12.17,3.56,2023-01-11 11:06:18,2023-01-11 11:16:18,2023-01-11 11:32:18,16.0,Williamsburg (Brooklyn),Newark Liberty Airport (EWR),2,Completed,,DRV_EABEE0,CUST_81B4D40
10423,16.48,8.83,2023-01-04 10:06:02,2023-01-04 10:11:02,2023-01-04 11:01:02,50.0,Riverdale (Bronx),Harlem (Manhattan),4,Cancelled_by_Customer,Customer,DRV_FB7930,CUST_761ACAA
10424,55.48,19.15,2023-03-07 18:42:22,2023-03-07 18:57:22,2023-03-07 20:20:22,83.0,Staten Island (Residential),Upper East Side (Manhattan),5,Completed,,DRV_6CC9B4,CUST_1F5311C
10425,35.93,10.71,2023-03-08 15:39:43,2023-03-08 15:53:43,2023-03-08 16:38:43,45.0,Riverdale (Bronx),Flushing (Queens),5,Completed,,DRV_B23786,CUST_B8D8ECF
10426,8.41,1.67,2023-03-20 13:58:44,2023-03-20 14:13:44,2023-03-20 14:24:44,11.0,Harlem (Manhattan),Park Slope (Brooklyn),5,Completed,,DRV_DBA4AE,CUST_96268FF
10427,8.61,2.29,2023-01-25 19:55:35,2023-01-25 20:05:35,2023-01-25 20:10:35,5.0,Flushing (Queens),Bay Ridge (Brooklyn),4,Completed,,DRV_36B4A7,CUST_21361D2
10428,22.56,4.36,2023-02-21 07:53:58,2023-02-21 08:05:58,2023-02-21 08:26:58,21.0,JFK Airport,Staten Island (Residential),4,Completed,,DRV_5AD549,CUST_47B90C1
10429,28.09,7.97,2023-03-13 23:10:46,2023-03-13 23:14:46,2023-03-14 00:16:46,62.0,JFK Airport,Park Slope (Brooklyn),4,Completed,,DRV_06FB31,CUST_A5A2A1D
10430,33.39,11.97,2023-03-03 02:05:43,2023-03-03 02:09:43,2023-03-03 02:52:43,43.0,Upper East Side (Manhattan),Midtown Manhattan,5,Completed,,DRV_3104DF,CUST_B06C14C
10431,48.5,24.98,2023-01-30 19:24:50,2023-01-30 19:36:50,2023-01-30 21:51:50,135.0,The Bronx (Residential),SoHo,4,Completed,,DRV_96CD1C,CUST_F32BD0D
10432,21.92,7.92,2023-02-13 16:07:32,2023-02-13 16:11:32,2023-02-13 16:41:32,30.0,Bay Ridge (Brooklyn),Flushing (Queens),4,Completed,,DRV_02C004,CUST_8BA09B9
10433,28.21,10.22,2023-02-22 23:06:08,2023-02-22 23:18:08,2023-02-23 00:39:08,81.0,Flushing (Queens),Staten Island (Residential),4,Cancelled_by_Driver,Driver,DRV_73D1BC,CUST_1210C06
10434,27.65,9.23,2023-03-24 03:58:09,2023-03-24 04:10:09,2023-03-24 04:53:09,43.0,Upper East Side (Manhattan),Newark Liberty Airport (EWR),5,Cancelled_by_Customer,Customer,DRV_27BE7D,CUST_D296E02
10435,22.87,6.87,2023-01-21 15:02:14,2023-01-21 15:04:14,2023-01-21 15:27:14,23.0,Staten Island (Residential),Bay Ridge (Brooklyn),4,Cancelled_by_Customer,Customer,DRV_E248BD,CUST_DEA1ADB
10436,29.89,10.93,2023-02-07 03:23:36,2023-02-07 03:34:36,2023-02-07 04:23:36,49.0,Greenwich Village,Newark Liberty Airport (EWR),4,Completed,,DRV_F5E2B3,CUST_D7D497F
10437,24.24,7.0,2023-01-26 03:51:17,2023-01-26 04:03:17,2023-01-26 05:00:17,57.0,Flushing (Queens),Financial District,4,Completed,,DRV_7388E7,CUST_9A6A200
10438,9.02,2.58,2023-02-06 09:52:51,2023-02-06 10:05:51,2023-02-06 10:34:51,29.0,Harlem (Manhattan),Flushing (Queens),5,Cancelled_by_Driver,Driver,DRV_06FB31,CUST_CFBAB25
10439,10.14,2.15,2023-02-22 00:13:33,2023-02-22 00:24:33,2023-02-22 00:42:33,18.0,Forest Hills (Queens),Newark Liberty Airport (EWR),5,Completed,,DRV_E5A9CF,CUST_646A4C0
10440,29.42,9.35,2023-01-17 20:22:19,2023-01-17 20:36:19,2023-01-17 21:22:19,46.0,Greenwich Village,Newark Liberty Airport (EWR),4,Completed,,DRV_5A77B4,CUST_74DB83F
10441,11.34,3.12,2023-03-03 02:27:26,2023-03-03 02:40:26,2023-03-03 02:54:26,14.0,The Bronx (Residential),Greenwich Village,5,Completed,,DRV_2556FC,CUST_5694FA7
10442,7.73,1.43,2023-02-20 14:14:26,2023-02-20 14:24:26,2023-02-20 14:33:26,9.0,Financial District,SoHo,3,Completed,,DRV_5BB751,CUST_066E2E0
10443,26.1,11.07,2023-02-20 19:06:44,2023-02-20 19:07:44,2023-02-20 20:06:44,59.0,Long Island City (Queens),SoHo,5,Completed,,DRV_7917DC,CUST_2FD347B
10444,13.78,4.55,2023-03-24 21:23:22,2023-03-24 21:29:22,2023-03-24 21:48:22,19.0,Upper East Side (Manhattan),Staten Island (Residential),5,Completed,,DRV_B83DCC,CUST_729FC2D
10445,10.92,2.36,2023-01-16 22:25:59,2023-01-16 22:39:59,2023-01-16 22:48:59,9.0,Upper East Side (Manhattan),Park Slope (Brooklyn),5,Completed,,DRV_6D8F6A,CUST_09EEC81
10446,25.81,10.89,2023-03-29 16:15:09,2023-03-29 16:18:09,2023-03-29 17:04:09,46.0,Park Slope (Brooklyn),Newark Liberty Airport (EWR),5,Completed,,DRV_CF0605,CUST_B5A3D21
10447,31.52,10.22,2023-01-10 09:11:21,2023-01-10 09:26:21,2023-01-10 10:38:21,72.0,Park Slope (Brooklyn),Financial District,3,Cancelled_by_Customer,Customer,DRV_B84D50,CUST_0F3287E
10448,15.78,6.86,2023-01-13 08:46:43,2023-01-13 08:54:43,2023-01-13 09:34:43,40.0,LaGuardia Airport (LGA),Flushing (Queens),5,Completed,,DRV_0C28F1,CUST_866C51B
10449,8.55,2.54,2023-03-08 19:10:59,2023-03-08 19:21:59,2023-03-08 19:37:59,16.0,Flushing (Queens),Upper East Side (Manhattan),5,Completed,,DRV_806E08,CUST_C56EF61
10450,24.18,11.37,2023-01-21 10:55:38,2023-01-21 11:03:38,2023-01-21 11:52:38,49.0,Forest Hills (Queens),Long Island City (Queens),4,Completed,,DRV_39C994,CUST_B7BD5E2
10451,30.19,6.91,2023-01-05 09:57:55,2023-01-05 10:07:55,2023-01-05 10:30:55,23.0,Midtown Manhattan,Williamsburg (Brooklyn),5,Completed,,DRV_3AE7E1,CUST_77986F6
10452,5.0,0.76,2023-01-15 15:12:50,2023-01-15 15:15:50,2023-01-15 15:36:50,21.0,Riverdale (Bronx),Flushing (Queens),3,Completed,,DRV_D7F8C1,CUST_669E6B7
10453,21.59,6.44,2023-01-18 19:51:26,2023-01-18 19:58:26,2023-01-18 20:28:26,30.0,Midtown Manhattan,Park Slope (Brooklyn),4,Completed,,DRV_CF869A,CUST_055C6BD
10454,30.8,10.03,2023-01-07 03:50:14,2023-01-07 04:04:14,2023-01-07 04:43:14,39.0,Midtown Manhattan,Bay Ridge (Brooklyn),5,Completed,,DRV_B2D3AD,CUST_D3A5FE1
10455,8.23,1.16,2023-03-17 12:54:03,2023-03-17 13:01:03,2023-03-17 13:12:03,11.0,LaGuardia Airport (LGA),Flushing (Queens),4,Completed,,DRV_A8FFA4,CUST_5685E5B
10456,5.19,0.94,2023-01-19 02:28:50,2023-01-19 02:32:50,2023-01-19 02:49:50,17.0,LaGuardia Airport (LGA),Williamsburg (Brooklyn),4,Completed,,DRV_075754,CUST_7A25D99
10457,28.46,7.58,2023-03-25 08:43:14,2023-03-25 08:57:14,2023-03-25 09:21:14,24.0,Newark Liberty Airport (EWR),Upper East Side (Manhattan),5,Completed,,DRV_7BC56A,CUST_9C317F3
10458,10.54,2.27,2023-03-23 23:48:10,2023-03-23 23:50:10,2023-03-24 00:16:10,26.0,Greenwich Village,Financial District,4,Completed,,DRV_8C4618,CUST_0E4F370
10459,17.26,7.22,2023-01-14 06:41:10,2023-01-14 06:47:10,2023-01-14 07:08:10,21.0,Forest Hills (Queens),Staten Island (Residential),5,Completed,,DRV_0C28F1,CUST_09B257B
10460,9.66,2.56,2023-02-13 13:28:25,2023-02-13 13:36:25,2023-02-13 14:02:25,26.0,LaGuardia Airport (LGA),Harlem (Manhattan),5,Completed,,DRV_2FA10D,CUST_97735DE
10461,35.95,8.85,2023-03-30 14:04:57,2023-03-30 14:09:57,2023-03-30 14:34:57,25.0,Financial District,Midtown Manhattan,5,Cancelled_by_Driver,Driver,DRV_9766E0,CUST_D24C2DE
10462,8.06,2.23,2023-03-21 21:23:51,2023-03-21 21:38:51,2023-03-21 22:02:51,24.0,Newark Liberty Airport (EWR),Williamsburg (Brooklyn),4,Completed,,DRV_3A6F6A,CUST_1B048F2
10463,16.79,6.41,2023-03-30 16:04:22,2023-03-30 16:18:22,2023-03-30 16:45:22,27.0,Long Island City (Queens),Forest Hills (Queens),4,Completed,,DRV_90B8BD,CUST_F8BF64B
10464,13.19,6.18,2023-03-29 14:22:30,2023-03-29 14:25:30,2023-03-29 15:01:30,36.0,Flushing (Queens),Upper East Side (Manhattan),4,Completed,,DRV_FCD7BB,CUST_3ABAC88
10465,29.36,8.51,2023-01-23 18:13:53,2023-01-23 18:22:53,2023-01-23 19:35:53,73.0,JFK Airport,Staten Island (Residential),5,Completed,,DRV_D93794,CUST_02A7AF9
10466,15.55,3.76,2023-02-09 18:55:36,2023-02-09 18:59:36,2023-02-09 19:29:36,30.0,Midtown Manhattan,Forest Hills (Queens),5,Cancelled_by_Customer,Customer,DRV_A6E8D0,CUST_DC2F665
10467,21.16,8.55,2023-03-03 01:03:40,2023-03-03 01:18:40,2023-03-03 01:47:40,29.0,Upper East Side (Manhattan),Midtown Manhattan,3,Completed,,DRV_2C912F,CUST_6E9A543
10468,20.7,11.27,2023-01-28 02:05:14,2023-01-28 02:17:14,2023-01-28 03:39:14,82.0,Harlem (Manhattan),Long Island City (Queens),5,Completed,,DRV_9A5890,CUST_E55E0D4
10469,8.58,3.12,2023-03-04 04:37:06,2023-03-04 04:43:06,2023-03-04 05:08:06,25.0,Park Slope (Brooklyn),Harlem (Manhattan),4,Completed,,DRV_DBA4AE,CUST_8D022A5
10470,25.74,8.92,2023-02-24 19:43:46,2023-02-24 19:49:46,2023-02-24 20:33:46,44.0,The Bronx (Residential),Greenwich Village,5,Completed,,DRV_14FBC1,CUST_14AD2B2
10471,18.87,7.03,2023-01-30 11:15:20,2023-01-30 11:22:20,2023-01-30 11:55:20,33.0,LaGuardia Airport (LGA),Upper East Side (Manhattan),5,Completed,,DRV_4CF434,CUST_3DB006A
10472,24.42,7.32,2023-01-10 18:47:44,2023-01-10 18:56:44,2023-01-10 19:38:44,42.0,Flushing (Queens),JFK Airport,5,Completed,,DRV_B83DCC,CUST_BC8D1E8
10473,98.42,30.71,2023-03-21 10:23:58,2023-03-21 10:29:58,2023-03-21 13:08:58,159.0,The Bronx (Residential),Long Island City (Queens),5,Completed,,DRV_379DD9,CUST_343287A
10474,7.9,1.0,2023-02-14 09:27:00,2023-02-14 09:41:00,2023-02-14 09:56:00,15.0,JFK Airport,Flushing (Queens),5,Completed,,DRV_C8A683,CUST_1210C06
10475,20.33,6.57,2023-01-11 17:43:37,2023-01-11 17:47:37,2023-01-11 18:46:37,59.0,Staten Island (Residential),The Bronx (Residential),5,Completed,,DRV_4860A3,CUST_FDFCABA
10476,30.99,9.88,2023-01-01 07:57:01,2023-01-01 07:59:01,2023-01-01 08:54:01,55.0,Harlem (Manhattan),Bay Ridge (Brooklyn),4,Completed,,DRV_CF0605,CUST_89A5BC8
10477,17.78,7.67,2023-02-01 06:28:09,2023-02-01 06:38:09,2023-02-01 07:03:09,25.0,LaGuardia Airport (LGA),Bay Ridge (Brooklyn),4,Completed,,DRV_3104DF,CUST_B9C692D
